neu_theta_1,neu_gamma_1,neu_e_1,sel_theta,sel_shape,sel_scale,sel_e,lnL,converged,bounds,rep,region,bin,proportion
0.000457144163006949,0,0.0,0.000457144163006949,0.458912316003317,137.39953331453998,0.0612338427954811,18447.8160157069,True,neu_e_1,7,0fold-enhancers,100.0 - inf,0.01376950974196985
0.00045139264226764006,0,2.22044604925031e-18,0.00045139264226764006,0.371631558116284,244.31529326023997,0.08333837631426101,17935.274488708703,True,nan,8,0fold-enhancers,0.0 - 1.0,0.24288188637392039
0.00045139264226764006,0,2.22044604925031e-18,0.00045139264226764006,0.371631558116284,244.31529326023997,0.08333837631426101,17935.274488708703,True,nan,8,0fold-enhancers,1.0 - 10.0,0.30686267053734967
0.00045139264226764006,0,2.22044604925031e-18,0.00045139264226764006,0.371631558116284,244.31529326023997,0.08333837631426101,17935.274488708703,True,nan,8,0fold-enhancers,10.0 - 100.0,0.40357787102605897
0.00045139264226764006,0,2.22044604925031e-18,0.00045139264226764006,0.371631558116284,244.31529326023997,0.08333837631426101,17935.274488708703,True,nan,8,0fold-enhancers,100.0 - inf,0.0466775720626714
0.000453082033490325,0,4.44089209850063e-18,0.000453082033490325,0.39232790125947103,187.054615526927,0.0604983194219705,18530.9122164525,True,nan,9,0fold-enhancers,0.0 - 1.0,0.24772474724431998
0.000453082033490325,0,4.44089209850063e-18,0.000453082033490325,0.39232790125947103,187.054615526927,0.0604983194219705,18530.9122164525,True,nan,9,0fold-enhancers,1.0 - 10.0,0.33245357188499514
0.000453082033490325,0,4.44089209850063e-18,0.000453082033490325,0.39232790125947103,187.054615526927,0.0604983194219705,18530.9122164525,True,nan,9,0fold-enhancers,10.0 - 100.0,0.3928369343270688
0.000453082033490325,0,4.44089209850063e-18,0.000453082033490325,0.39232790125947103,187.054615526927,0.0604983194219705,18530.9122164525,True,nan,9,0fold-enhancers,100.0 - inf,0.02698474663538411
0.00040624928805238,0,0.0,0.00040624928805238,0.40086512342194297,190.507762053026,0.0411198207095248,17084.8017167182,True,neu_e_1,10,0fold-enhancers,0.0 - 1.0,0.23810925443539296
0.00040624928805238,0,0.0,0.00040624928805238,0.40086512342194297,190.507762053026,0.0411198207095248,17084.8017167182,True,neu_e_1,10,0fold-enhancers,1.0 - 10.0,0.3306769979555093
